Stok Kodu,Stok Adı,Grubu,Birimi,MUTLULUK KAHVELERİ,ÇINARLI,AYAKÜSTÜ,MatchedIngredientName,MatchedPrice,SimScore,NeedsReview
st0000075,BREF POWER AKTİF 4'LÜ,Temizlik Ürünü,ADET,"0,00","0,00","0,00",4'LÜ ENDÜSTRİYEL SÜNGER,39.0,50,1
st0000076,PİSUVAR TABLET 100 GR,Temizlik Ürünü,KİLOGRAM,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,38,1
st0000077,ASKILI KOKU GİDERİCİ,Temizlik Ürünü,ADET,"0,00","0,00","0,00",KIL BİBER ACI,230.0,48,1
st0000081,FARAŞLI SÜPÜRGE,Temizlik Ürünü,ADET,"0,00","0,00","0,00",SIVI SABUN APARATI,139.0,42,1
st0000082,MOP YEDEK NEMLİ,Temizlik Ürünü,ADET,"0,00","0,00","0,00",NEMLİ MOP 60 CM,148.0,75,1
st0000219,PRENS GENEL TEMİZLİK 30 LT,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,55,1
st0000176,YAĞÇÖZ 5 LT,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,53,1
st0000238,VENTURA GRİLL FIRIN TEM.MAD. 5 KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,54,1
st0000239,VENTURA ULTRA CLOR ÇMŞR. SYU 5 LT,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA EXTRA ELDE YIK.BUL.DET.20 KG YEŞİL,594.5,30,1
st0000240,BULAŞIK ELDİVENİ,Temizlik Ürünü,ADET,"0,00","0,00","0,00",SİYAH HASPET MUAYENE ELDİVENİ 100 LÜ*20 PK. MİDYUM,146.0,66,1
st0000254,CAMSİL,Temizlik Ürünü,ADET,"0,00","0,00","0,00",LİMON LAMAS,110.0,47,1
st0000255,VENTURA BULAŞIK MAK DTRJAN 20KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA EXTRA ELDE YIK.BUL.DET.20 KG YEŞİL,594.5,57,1
st0000256,VENTURA RİNSE PARLATICI,Temizlik Ürünü,ADET,"0,00","0,00","0,00",SIVI SABUN APARATI,139.0,48,1
st0000257,VENTURA MATİK 25 KG ENDÜSTRİYEL,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,64,1
st0000258,HİDROKLORİK ASİT TUZ RUHU,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",TBT-JUMBO-DEMLIK 30 GR OF (30ADET),358.0,42,1
st0000259,ARAP SABUNU KATI,Temizlik Ürünü,KİLOGRAM,"0,00","0,00","0,00",SIVI SABUN APARATI,139.0,64,1
st0000261,VENTURA CONTRA KİREÇ ÇÖZ 20 KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,60,1
st0000262,FEBREZE AEROSOL ODA PARFÜMÜ,Temizlik Ürünü,ADET,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,38,1
st0000264,VENTURA SOİL AĞIR YAĞ SÖKÜCÜ,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,48,1
st0000265,VENTURA GLASS CAM TEMİZLİK 5 KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,61,1
st0000248,VENTURA ELDE YIK.BUL.DET.5KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA EXTRA ELDE YIK.BUL.DET.20 KG YEŞİL,594.5,77,1
st0000249,VENTURA CONTRA 5 KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,53,1
st0000242,CİF SPREY KREM TÜM YÜZEYLER,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",4'LÜ ENDÜSTRİYEL SÜNGER,39.0,44,1
st0000245,KİREÇ ÇÖZÜCÜ 1KG,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",GÖZE KIRMIZI MERCIMEK YERLI,96.0,41,1
st0000246,VENTURA EXTRA ELDE YIK.BUL.DET.20KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA EXTRA ELDE YIK.BUL.DET.20 KG YEŞİL,594.5,92,0
st0000251,GENEL TEMİZLİK 5 KG,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,79,1
st0000252,SIVI SABUN 1 LT,Temizlik Ürünü,LİTRE,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,78,1
st0000268,LAVABO AÇICI 1 KG,Temizlik Ürünü,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,46,1
st0000269,ODA PARFÜMÜ SPREY KAVUN,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VİLEDA PASPAS UCU HAVLU MOP,27.5,48,1
ST00230,PASPAS KOVA+KEP EKOSET,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VİLEDA PASPAS UCU HAVLU MOP,27.5,48,1
ST00217,VENTURA FRESH M (Genel Temizlik Md.) 20 KG,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,98,0
ST00218,PİSUVAR KOKU GİDERİCİ NANO,Temizlik Ürünü,ADET,"0,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,46,1
ST00213,SOPALI FIRÇA,Temizlik Ürünü,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,52,1
st0000271,VENTURA CROM METAL PRLTICI 750 ML,Temizlik Ürünü,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,39,1
ST00232,ALGİDA VİENETTA STİCK,Yiyecek,ADET,"0,00","0,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,48,1
ST00233,ALGİDA MİNECRAFT STİCK,Yiyecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,48,1
ST00260,MİX B 1000 GR EKMEK UNU,Yiyecek,ADET,"0,00","225,00","0,00",SUCUK BÜFE 900 GR.,699.1,55,1
ST00261,MİX C 1000 GR KEK PASTA UNU,Yiyecek,ADET,"0,00","260,00","0,00",PEROS ASPEROX 1000 GR,52.5,54,1
ST00262,PAN BLANCO 250 GR DİLİMLİ EKMEK,Yiyecek,ADET,"0,00","125,00","0,00","TOST PEYNİRİ DİLİMLİ 1,5 KG (K6)",439.09,37,1
ST00263,PAN RUSTİCO 250 GR LİFLİ EKMEK,Yiyecek,ADET,"0,00","155,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,39,1
ST00264,CIVITA 450 GR FUSILLI MAKARNA,Yiyecek,ADET,"0,00","115,00","0,00",FILIZ FIYONK 5 KG MAKARNA,48.0,47,1
ST00265,CIVITA 450 GR SPAGETTİ MAKARNA,Yiyecek,ADET,"0,00","115,00","0,00",FILIZ FIYONK 5 KG MAKARNA,48.0,39,1
ST00267,CURVİES PAPRİKA 170 GR CİPS,Yiyecek,ADET,"0,00","310,00","0,00",PINAR MAYONEZ 700 GR,66.0,31,1
ST00268,CURVİES ORGİNAL 170 GR CİPS,Yiyecek,ADET,"0,00","310,00","0,00",PINAR MAYONEZ 700 GR,66.0,31,1
ST00269,CHOCOTTİ 70 GR,Yiyecek,ADET,"0,00","85,00","0,00",PINAR MAYONEZ 700 GR,66.0,32,1
ST00270,PAUSA CİOK KAKAO KAPLAMALI KEK 35 GR,Yiyecek,ADET,"0,00","55,00","0,00",5000 GR SÜZME ÇİÇEK BALI KOVA HASKAYMAK,960.0,33,1
ST00271,QUİNOTTİ 40 GR KİNOALI HALKA KRAKER,Yiyecek,ADET,"0,00","65,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,34,1
ST00272,SNACK 3*35 GR ÇİKOLATA KAPLI FINDIKLI GOFRET,Yiyecek,ADET,"0,00","205,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,53,1
ST00273,MİNİ SORİSİNİ 100 GR KAYMAKLI ÇİKOLATALI BİSKÜVİ,Yiyecek,ADET,"0,00","180,00","0,00",5000 GR SÜZME ÇİÇEK BALI KOVA HASKAYMAK,960.0,35,1
ST00274,GLÜTENSİZ ADA TUZLU KRAKER,Yiyecek,ADET,"0,00","135,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,47,1
ST00275,GLÜTENSİZ ADA SUSAMLI ÇUBUK KRAKER,Yiyecek,ADET,"0,00","160,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,46,1
ST00294,PROFİTEROL CUP,Yiyecek,ADET,"120,00","130,00","0,00",MIKROFIBER BEZ,26.0,50,1
ST00278,PİŞİ TABAĞI,Yiyecek,ADET,"90,00","0,00","0,00",BİBER TATLI,160.0,45,1
ST00279,TEKLİ PİŞİ,Yiyecek,ADET,"15,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,66,1
ST00280,ÜÇGEN PEYNİR,Yiyecek,ADET,"20,00","0,00","0,00",BAHÇIVAN MOZERELLA PEYNIR,379.0,66,1
ST00281,PİKNİK ZEYTİN,Yiyecek,ADET,"20,00","0,00","0,00",MİNİ--CEM SİYAH ZEYTİN  PİKNİK VAKUM 20GR 96 LI,445.0,100,0
ST00301,MAGNOLİA,Yiyecek,ADET,"120,00","120,00","0,00",MANTAR,170.0,57,1
ST00298,TİRAMİSU CUP,Yiyecek,ADET,"120,00","130,00","0,00",PATATES,35.0,42,1
ST00406,PEMBE KALPLİ KURABİYE,Yiyecek,ADET,"20,00","20,00","20,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,46,1
ST00216,SİYAH ÜZÜM,Yiyecek,KİLOGRAM,"0,00","0,00","0,00",SİYAH HASPET MUAYENE ELDİVENİ 100 LÜ*20 PK. MİDYUM,146.0,66,1
ST00203,CDO PANTHEON KARADUT 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00",KNORR BULYON 5 KG DANA,1840.0,41,1
ST00204,"CDO PANTHEON VANİLYA 5,5 LT",Yiyecek,ADET,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,50,1
ST00167,POPKEK LİMONLU,Yiyecek,ADET,"20,00","20,00","20,00",LİMON,120.0,52,1
st0000469,MİSKET MOZARELLA 3KG,Yiyecek,KİLOGRAM,"0,00","0,00","0,00",TOZ ŞEKER 50  KG,1975.0,36,1
st0000470,NAR KESME ŞEKER 750 GR,Yiyecek,ADET,"0,00","0,00","0,00",NAR KESME ŞEKER 750GR*20AD,790.0,87,1
ST00176,ALGİDA GÖKKUŞAĞI,Yiyecek,ADET,"10,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,47,1
ST00177,MAX TWİSTER COOL,Yiyecek,ADET,"15,00","0,00","0,00",ÇERİ DOMATES,100.0,42,1
ST00178,ALGİDA CLASSİCS ANTEP FISTIĞI,Yiyecek,ADET,"20,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,49,1
ST00179,ALGİDA VOLKANO,Yiyecek,ADET,"40,00","0,00","0,00",KALIN BULGUR,29.8,46,1
ST00180,ALGİDA MİLKA,Yiyecek,ADET,"40,00","0,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,43,1
ST00181,ALGİDA CORNETTO KEYİF,Yiyecek,ADET,"20,00","0,00","0,00",BAHÇIVAN MOZERELLA PEYNIR,379.0,47,1
ST00187,FUAR HOTDOG,Yiyecek,ADET,"200,00","0,00","0,00",7 OZ BARDAK,0.55,36,1
ST00188,FUAR PATSO,Yiyecek,ADET,"150,00","0,00","0,00",PATATES,35.0,47,1
ST00189,FUAR PATAT,Yiyecek,ADET,"150,00","0,00","0,00",PATATES,35.0,58,1
ST00190,FUAR ÇITIR TAVUKLU PATAT,Yiyecek,ADET,"200,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,40,1
ST00191,FUAR FRAMBUAZLI PUDİNG,Yiyecek,ADET,"100,00","0,00","0,00",KALIN BULGUR,29.8,47,1
ST00192,FUAR ÇİKOLATALI PUDİNG,Yiyecek,ADET,"100,00","0,00","0,00",SÜT YARIM YAĞLI 1 L,34.41,43,1
st0000270,TUTKU 100GX24 KL,Yiyecek,ADET,"0,00","0,00","0,00",BAL 120X20 G,5.59,35,1
st0000456,ALGİDA KÜLAH 1*960 GR,Yiyecek,KOLİ,"190,00","190,00","0,00",HISAR TÜRK KAH. FOLYO 18X500G,280.88,33,1
st0000457,CDO PANTHEON KAVUN 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,46,1
st0000458,CDO PANTHEON LİMON 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00",LİMON,120.0,100,0
st0000459,CDO PANTHEON ANTEP 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00","FAN POR. P2,5L 1X6 LYT'25 UTC",384.0,50,1
st0000460,CDO PANTHEON KARAMEL 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,44,1
st0000462,CRAX SADE ÇUBUK KRAKER,Yiyecek,ADET,"0,00","0,00","0,00",ARBELLA BURGU MAKARNA 5 KG,37.8,45,1
st0000463,GONG 40GX18 DP,Yiyecek,ADET,"0,00","0,00","0,00",BAL 120X20 G,5.59,23,1
st0000464,TUTKU 100GX24 KL,Yiyecek,ADET,"0,00","0,00","0,00",BAL 120X20 G,5.59,35,1
st0000386,ÇİKOLATALI PASTA,Yiyecek,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,42,1
st0000387,MEYVELİ PASTA,Yiyecek,ADET,"0,00","0,00","0,00",MANTAR,170.0,42,1
st0000388,DÜĞÜN PASTASI KARE,Yiyecek,ADET,"0,00","0,00","0,00",KALIN BULGUR,29.8,46,1
st0000389,CORNETTO CLASSİC CILEK ,Yiyecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,52,1
st0000390,CORNETTO CLASSICO KAYMAK,Yiyecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,42,1
st0000391,CORNETTO CLASSICO CIKOLATA,Yiyecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,48,1
st0000392,CORNETTO DISC CHOCO-COFFEE,Yiyecek,ADET,"55,00","55,00","55,00",COCA-COLA KUTU330ML 1X24 SAC25,635.14,39,1
st0000393,CORNETTO DISC MAX CIKOLATA,Yiyecek,ADET,"55,00","55,00","55,00",DERECIK SIRKE 2 LT *9AD,41.0,40,1
st0000394,CORNETTO DISC MAX MANGO,Yiyecek,ADET,"55,00","55,00","0,00",FINEFOOD ISPANAK 10 KG,67.5,40,1
st0000395,CORNETTO DISC VANİLYA-KARAMEL ,Yiyecek,ADET,"0,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,40,1
st0000397,CORNETTO DISC OREO,Yiyecek,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,40,1
st0000398,CORNETTO KYF CL COKO-VAN 24X110,Yiyecek,ADET,"0,00","0,00","0,00",ÇÖP TORBASI JUMBO 80*110 SİYAH,617.0,42,1
st0000399,CORNETTO KULAH CL MRS US 24X115,Yiyecek,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,47,1
st0000400,ALGIDA KLASİK STİCK KAKAO,Yiyecek,ADET,"0,00","0,00","0,00","SF PATATES KLASİK (9x9) 2,5 KG X 5",95.3,47,1
st0000401,ALGIDA KLASİK STİCK VANİLYA ,Yiyecek,ADET,"0,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,52,1
st0000402,ALGIDA KLASİK STİCK FISTIK,Yiyecek,ADET,"0,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,46,1
st0000403,ALGIDA BOOM BOOM,Yiyecek,ADET,"0,00","0,00","0,00",7 OZ BARDAK,0.55,45,1
st0000404,ALGIDA BOOM BOOM GOLD,Yiyecek,ADET,"35,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,47,1
st0000405,ALGIDA NOGGER SANDWICH,Yiyecek,ADET,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,46,1
st0000406,ALGIDA MILKA STICK,Yiyecek,ADET,"40,00","40,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,45,1
st0000407,ALGIDA STİCK FRIGOLA,Yiyecek,ADET,"0,00","0,00","0,00",KARIŞTIRICI,56.0,45,1
st0000408,ALGIDA VOLCANO STICK,Yiyecek,ADET,"0,00","0,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,45,1
st0000409,MAGNUM BEYAZ,Yiyecek,ADET,"0,00","0,00","0,00",DOMATES BEEF,80.0,41,1
st0000410,MAGNUM BADEM,Yiyecek,ADET,"0,00","0,00","0,00",LİMON LAMAS,110.0,43,1
st0000411,MAGNUM CLASSIC,Yiyecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,66,1
st0000412,MAGNUM UTOPHIA KARAMEL BADEM,Yiyecek,ADET,"65,00","65,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,44,1
st0000413,MAGNUM UTOPHIA AHUDUDU BÖĞÜRTLEN,Yiyecek,ADET,"65,00","65,00","0,00",BIOGURME / FLENE %20 YAĞLI KREMA 1LT,96.0,43,1
st0000414,MAGNUM DOUBLE KARADUT,Yiyecek,ADET,"0,00","0,00","0,00",AYRAN 300 ML. EDT,13.1,43,1
st0000415,MAGNUM DOUBLE CHOCOLATE,Yiyecek,ADET,"0,00","0,00","0,00",COCA-COLA KUTU330ML 1X24 SAC25,635.14,41,1
st0000416,MAGNUM COOKIE,Yiyecek,ADET,"0,00","0,00","0,00",Kıyma,740.0,44,1
st0000417,MAX GOKKUSAGI PROMO,Yiyecek,ADET,"0,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,44,1
st0000418,MAX TWISTER COOL PROMO,Yiyecek,ADET,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,40,1
st0000419,MAX TWISTER FOREST,Yiyecek,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,41,1
st0000420,MAX TWISTER OCEAN,Yiyecek,ADET,"0,00","0,00","0,00",19 LT DAMACAN SU,118.81,48,1
st0000421,CORNETTO DISC ANTEP FISTIK-ÇİKOLATA,Yiyecek,ADET,"0,00","0,00","0,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,46,1
st0000422,CORNETTO DISC MILKA,Yiyecek,ADET,"0,00","0,00","0,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,40,1
st0000423,ALGIDA MARAS CUP,Yiyecek,ADET,"0,00","0,00","0,00",ARBELLA BURGU MAKARNA 5 KG,37.8,47,1
st0000424,MAGNUM DBL CHILL,Yiyecek,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,42,1
st0000425,MAGNUM EUPHORIA,Yiyecek,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,44,1
st0000426,CDO PANTHEON KAYMAK 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00",FILIZ FIYONK 5 KG MAKARNA,48.0,48,1
st0000427,CDO PANTHEON CIKOLATA 5.5LT,Yiyecek,ADET,"0,00","0,00","0,00","SF PATATES KLASİK (9x9) 2,5 KG X 5",95.3,42,1
st0000428,CDO PANTHEON CILEK 5.5 LT,Yiyecek,ADET,"0,00","0,00","0,00","TOST PEYNİRİ DİLİMLİ 1,5 KG (K6)",439.09,45,1
st0000299,BURÇAK,Yiyecek,ADET,"0,00","0,00","0,00",7 OZ BARDAK,0.55,47,1
st0000232,FİNEFOOD 9*18 PATATES 15 KG,Yiyecek,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
st0000220,KROKET PATATES,Yiyecek,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
st0000221,TANE MISIR KONS 340 GR,Yiyecek,KİLOGRAM,"0,00","0,00","0,00",BERRAK KÖZLENMİŞ PATLICAN  3 KG,309.0,38,1
st0000212,TUKAŞ KETÇAP BÜFE 650 GR,Yiyecek,ADET,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,48,1
st0000213,TUKAŞ MAYONEZ BÜFE 650 GR ,Yiyecek,ADET,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,66,1
st0000361,KARAM GURME 50GX18 KL ,Yiyecek,ADET,"0,00","0,00","0,00",NAR KESME ŞEKER 750GR*20AD,790.0,51,1
st0000362,ETİ ÇİKOLATALI GOFRET 34GX42 ,Yiyecek,ADET,"0,00","0,00","0,00",DERECIK SIRKE 2 LT *9AD,41.0,28,1
st0000363,SUSAMLI ÇUBUK 56GX17,Yiyecek,ADET,"0,00","0,00","0,00",SÜT YARIM YAĞLI 1 L,34.41,41,1
st0000364,TOPKEK MEY. BSZ 40GX24 TV,Yiyecek,ADET,"0,00","0,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,47,1
st0000365,ETI CIK. STICK KARAMELLİ ,Yiyecek,ADET,"0,00","0,00","0,00",KARIŞTIRICI,56.0,47,1
st0000366,BROWNİ INTENSE KAKAOLU,Yiyecek,ADET,"0,00","0,00","0,00",KAPYA BİBER,130.0,42,1
st0000367,TOPKEK KAK. BSZ 35GX24 TV ,Yiyecek,ADET,"0,00","0,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,52,1
st0000368,ETİ STİCK SÜTLÜ ÇİKOLATA ,Yiyecek,ADET,"0,00","0,00","0,00",DERECIK SIRKE 2 LT *9AD,41.0,42,1
st0000369,POPKEK MUZ 60GX24 KL,Yiyecek,ADET,"20,00","20,00","20,00",NEMLİ MOP 60 CM,148.0,45,1
st0000370,POPKEK KAK. 60GX24 KL,Yiyecek,ADET,"20,00","20,00","20,00",BAL 120X20 G,5.59,28,1
st0000371,KREMALI SADE 61GX24 KL,Yiyecek,ADET,"0,00","0,00","0,00",FT SEFT.KT330ML 1X12 REMIX2 DYS,321.82,37,1
st0000372,TOPKEK CIL. BSZ 40GX24 TV,Yiyecek,ADET,"0,00","0,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,56,1
st0000373,CANGA,Yiyecek,ADET,"0,00","0,00","0,00",MANTAR,170.0,54,1
st0000374,KARAM STICK %54 210GX10KL ,Yiyecek,ADET,"0,00","0,00","0,00",AYRAN 200 MLT,184.0,33,1
st0000375,BENİMO ÇİKOLATALI,Yiyecek,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,50,1
st0000376,CRAX PEYNİRLİ,Yiyecek,ADET,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,57,1
st0000377,BROWNI ÇİKOLATA FINDIK KEK 40 GR,Yiyecek,ADET,"0,00","0,00","0,00",5000 GR SÜZME ÇİÇEK BALI KOVA HASKAYMAK,960.0,32,1
st0000378,GEVREK,Yiyecek,ADET,"0,00","0,00","0,00",AYSBERK,90.0,46,1
st0000379,BOYOZ,Yiyecek,ADET,"0,00","0,00","0,00",7 OZ BARDAK,0.55,37,1
st0000340,"SF PATATES KLASİK 9X9 2,5 KG X 5 EDT",Yiyecek,KOLİ,"0,00","0,00","0,00",PATATES,35.0,100,0
st0000341,"SF PATATES KLASİK 9X18 2,5 KG X 5 EDT",Yiyecek,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
st0000087,TON BALIK 160 GR,Yiyecek,ADET,"0,00","0,00","0,00",BAL 120X20 G,5.59,42,1
st0000006,HEINZ KETÇAP P.P SACHET,Yiyecek,ADET,"0,00","0,00","0,00",HEINZ HARDAL MILD 445 GR,148.0,40,1
st0000007,HEINZ MAYONEZ P.P SACHET,Yiyecek,ADET,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,52,1
st0000019,TEKLİ SARMA ŞEKER,Yiyecek,KOLİ,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,100,0
st0000129,TÜRLÜ TURŞU,Yiyecek,KİLOGRAM,"0,00","0,00","0,00",4'LÜ ENDÜSTRİYEL SÜNGER,39.0,41,1
st0000133,REÇEL PİKNİK 20 GR ,Yiyecek,ADET,"0,00","0,00","0,00",SIZDIRMAZ KAP 250 GR,119.0,37,1
st0000134,KOSKA BAL 20 GR,Yiyecek,ADET,"0,00","0,00","0,00",BAL 120X20 G,5.59,59,1
st0000135,TEREYAĞ 10GR PİKNİK,Yiyecek,ADET,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,33,1
st0000136,ZEYTİN 30 GR  MİNİ 27 Lİ,Yiyecek,ADET,"0,00","0,00","0,00",MİNİ--CEM SİYAH ZEYTİN  PİKNİK VAKUM 20GR 96 LI,445.0,60,1
st0000137,ÜÇGEN PEYNİR 80 ADET KUTU,Yiyecek,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,53,1
st0000150,KETÇAP POŞET 10 GR,Yiyecek,ADET,"0,00","0,00","0,00",PEROS ASPEROX 1000 GR,52.5,46,1
st0000151,MAYONEZ POŞET 10 GR,Yiyecek,ADET,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,56,1
st0000175,HELLMAN'S PP KETÇAP 616*9 GR,Yiyecek,ADET,"0,00","0,00","0,00","FAN POR. P2,5L 1X6 LYT'25 UTC",384.0,31,1
st0000052,TEK KULLANIMLIK KETÇAP,Yiyecek,ADET,"0,00","0,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,42,1
st0000053,TEK KULLANIMLIK MAYONEZ,Yiyecek,ADET,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,51,1
